,Euler | fixed step | 0.01,Euler | adapt step | 0.01,Runge-Kutta | fixed step | 0.01,Runge-Kutta | adapt step | 0.01
0,0.994,0.994,0.994,0.994
1,0.994,0.994,0.988158126824219,0.9931075940960012
2,0.9624456976511118,0.9939594982105596,0.9815045409140151,0.9906904499404234
3,0.929658054802458,0.9938787861507191,0.9749516010244711,0.9857261512654252
4,0.8968209450661659,0.9937580183977563,0.9684723140257478,0.9791342946738687
5,0.8637871910474121,0.9935971493263086,0.9620167196748128,0.9682522732884778
6,0.8304995832662971,0.9933957996847331,0.9555495881586876,0.9519994451882117
7,0.7969333653177738,0.9931531370654142,0.9490468878490286,0.9246759351424855
8,0.7630756928588123,0.9928677834922107,0.9424918310256396,0.8799889303483861
9,0.7289185639790325,0.9925377470067436,0.9358723508643729,0.7993691596797786
10,0.6944558941185591,0.9921603665732276,0.9291795525974089,0.6389440095333766
11,0.6596820768047571,0.9917322587689564,0.9224067419210983,0.4089391638278177
12,0.6245911450004991,0.9912492567376715,0.9155487955904639,0.16756292491018052
13,0.5891761907111995,0.9907063341675294,0.9086017403719016,-0.11116400273994068
14,0.5534288920035895,0.9900975085641982,0.9015624629236122,-0.3748198490164001
15,0.5173390724799163,0.9894157186416422,0.8944285044881384,-0.5946127871104614
16,0.4808942516704381,0.9886526703680348,0.8871979120702135,-0.5747483458103674
17,0.4440791619549963,0.9877986452218025,0.8798691281784352,-0.3116659420996941
18,0.4068752199322477,0.9868422625968932,0.8724409074791467,-0.019569769975741003
19,0.36925995497456693,0.9857701860150659,0.8649122525966626,0.01938765648797095
20,0.3312064232984332,0.9845667597272734,0.8572823637654172,-0.03491622782496736
21,0.2926826857956009,0.9832135581827132,0.8495505986490894,-0.19463537860112734
22,0.2536515275054429,0.9816888253527187,0.8417164397125717,-0.40857005486751086
23,0.21407079481071523,0.9799667734864645,0.8337794672589723,-0.552770567772783
24,0.1738951153318497,0.9780167007704832,0.8257393367451071,-0.7058567632712305
25,0.1330805072279279,0.9758018734234394,0.8175957593402562,-0.830741423533611
26,0.09159471516536982,0.973278098284188,0.8093484849425308,-1.0910103731166583
27,0.049438172399600196,0.9703918843812985,0.8009972870465116,-1.217091210815784
28,0.006682486901434151,0.9670780523674155,0.7925419489858334,-1.1124380140471337
29,-0.036469046920009726,0.9632565928970783,0.7839822511692268,-0.8321724677008562
30,-0.0796128092526488,0.9588284891778198,0.7753179589978622,-0.7176854965084434
31,-0.12212606070229491,0.953670088985358,0.7665488112023449,-0.6508770136230249
32,-0.163281899558222,0.9476254107235582,0.7576745083740626,-0.5460159437518368
33,-0.20248043938483354,0.9404954515436329,0.7486947014910356,-0.43622258414258974
34,-0.23941771964960684,0.9320230565283413,0.7396089802552689,-0.2397690439230047
35,-0.27407371513512446,0.9218710794638947,0.730416861068422,-0.16361969805379012
36,-0.3065960514831577,0.9095902297860368,0.7211177744764662,-0.2756098010953918
37,-0.3371925605753807,0.8945710065487863,0.7117110519125623,-0.5328766194497054
38,-0.36607040382371103,0.8759721211035395,0.7021959115610127,-0.7718410203328457
39,-0.39341148158484895,0.8526216191463075,0.6925714431539195,-0.725239518976062
40,-0.4193668205515243,0.8229299429976344,0.6828365914959721,-0.6090494379910374
41,-0.44405874992991956,0.7850881903037084,0.6729901384912139,-0.43166745524484396
42,-0.4675854292006317,0.7385129025958812,0.6630306834181083,-0.11636070650152608
43,-0.49002550270780815,0.6864908447800498,0.6529566211648508,0.1659513283130536
44,-0.5114421337865505,0.6344137296450778,0.6427661180945108,0.443411778141734
45,-0.5318862730094893,0.5855870332976412,0.6324570851576855,0.6792316652913468
46,-0.5513992291291575,0.5409063524801473,0.6220271478069371,
47,-0.5700146676041795,0.4999369746915717,0.6114736121898203,
48,-0.5877601597573738,0.4618333907372442,0.6007934270025151,
49,-0.6046583861085183,0.42578880202179825,0.5899831402697584,
50,-0.6207280755843307,0.3911519857731216,0.5790388501734778,
51,-0.6359847432053946,0.35741707400857725,0.567956148875221,
52,-0.6504412735909079,0.32418826270885825,0.556730058056921,
53,-0.6641083859245627,0.29114996551998695,0.5453549546286277,
54,-0.6769950072295208,0.2580476206680649,0.5338244847044996,
55,-0.6891085742418849,0.22467837544737687,0.522131463508144,
56,-0.7004552792917265,0.19088990739227837,0.5102677583064053,
57,-0.7110402719636939,0.15658486266148827,0.49822415074763227,
58,-0.7208678255887334,0.12172646728629197,0.4859901740423145,
59,-0.7299414755733361,0.08633843540577314,0.4735539191958341,
60,-0.7382641350264137,0.05049221220725457,0.4609018028797278,
61,-0.7458381919674624,0.014280081681875258,0.44801828735979193,
62,-0.7526655914988767,-0.02221799069302348,0.43488553997135143,
63,-0.7587479056310603,-0.058960976721869486,0.4214830156297865,
64,-0.7640863929105187,-0.09595892746288628,0.4077869403221358,
65,-0.768682049580822,-0.13327202391834816,0.3937696657414165,
66,-0.772535653676222,-0.17100317276567903,0.379398854122892,
67,-0.7756478031868858,-0.20929023480193854,0.3646364362383386,
68,-0.7780189492274211,-0.24830113487850028,0.3494372617148313,
69,-0.7796494249747048,-0.28823287825456684,0.33374732498365633,
70,-0.7805394710078964,-0.3293145356264307,0.31750139489334317,
71,-0.7806892575759914,-0.37181412194611496,0.3006197887186647,
72,-0.7800989042309618,-0.41604942612459345,0.2830038896198769,
73,-0.7787684971933194,-0.46240265650179774,0.2645297697199294,
74,-0.776698104758561,-0.5113369297970609,0.24503887171955993,
75,-0.773887791004908,-0.5634047156612337,0.2243239695941293,
76,-0.770337628023017,-0.6192086002837894,0.20210726986407515,
